,amountRaised,campaignTitle,currencyType,endDate,goal,numberContributors,story,url
26,"10,720",Stan Romanek Medical /Life FundRazer,U.S. Dollar,, $15k ,146.0,"I'm adding the story behind this fund raiser so you may
    understand who, what, when, where and most importantly why. Who: Stan Romanek is an ordinary man who experiences
    Extraordinary events. Stan is an innocent individual who has been
    convicted of a horrendous crime. A crime against children. Stan
    maintains his innocence, and his friends and family stand by his
    side knowing he would never harm a child, not even by looking at
    pictures of abuse by others. Stan is a father,stepfather, step-Papa, husband, brother, son,
    friend and a lifeline of understanding & support to many people
    around the world. What: It all began in Dec. 2000 when Stan witnessed and
    documented his first UFO. His experiences of contact with ETs/UFO's
    still continues just not as often. More....What: Over the past 17 years Stan has endured threats,
    physical assaults, being shot at, called a fraud and worse. Stan has also received love, praise, thanks, respect, from
    around the world, and according to some a little fame. Netflix
    movie, EXTRAORDINARY:The Stan Romanek Story is a documentary about
    his life and experiences. In 2013 A detective named Koopman arrived at Stan's home with
    a search warrant, an armed SWAT Team, and 2 persons from a forensics
    lab. The team spent 2 1/2 hours in his home, searching. They found
    no evidence of what they were searching for. ( What...Child Porn) No
    disk, no jump drive, no picture, or any trace on any computer!!!! When: April 2013...search warrant When: February 2014 Stan was arrested. He spent 12 hours in
    jail. That's how long it takes to bail someone out. When: 4 1/2 years after the search warrant, August 2017 Stan
    was found guilty of possesion of CP by a 12 member jury. Stan does not blame the jury. They weren't give all of the
    evidence in this case. They weren't allowed to know that Det.
    Koopman had faced his own felony charges in 2016 for basically lying
    to a judge in a murder case pre-trial. He was found not guilty.
    However, the detective was placed on a Brady list. A list for police
    officers who lie in their official capacity. No one could tell the jury about this in Stan's trial, they
    didn't know of the other cases the Det. lied in or that there were 2
    civil lawsuits against the detective. A lot of evidence and witnesses provided for Stan's defense
    was not allowed or were limited in what they could say. This is not how the justice system us supposed to work.
    Innocent people found guilty and guilty people found innocent???? Where: Loveland Colorado, Larimer County. Why: WHY DID THIS HAPPEN TO STAN?? The reason is simple. Silence the messenger! Our therory is that the evidence found 10 months after the
    search warrant was planted. The evidence proves our therory!!!
    Evidence not seen by the jury! How: Malicious activity!!! Virus with backdoor access, a bad
    cop, a dark agency bent on silencing Stan, someone who simply didn't
    agree with Stan's message of the ET/UFO reality????? Who knows!?! The end of this Story is still to be written. On October 19, 2017 Stan will appear in court for sentencing. Nothing can change that fact. The judge is a good judge, and
    Stan's fate is in her hands. What can be done to finish this Story? Please share this
    fundraiser. Donate whatever amount you can, and assist Stan in
    getting an appeal. Justice for Stan is our mission. Do you Stand with Stan? #IStandWithStan PAYPAL Donations: lisaromanek@yahoo.com Thank you, blessings, love and gratitude to you all!",https://fundrazr.com/d1HMsc
27,"1,400",Please Help - Leg amputation avoided yet slow healing recovery &many sideffects,U.S. Dollar,, $14.8k ,34.0,"We need urgent help - can you reach out to us? My name is Maria del
  Rocio Garcia, and I have setup this Fundrazer page for my S/O
  (Significant Other/Fiance) Thomas Ernst.  (He is German so there is a
  summary in his language below this English text) For Mexican supporters: Find a summary in Spanish
    here - En español aqui He was hospitalized with a
  aggressive tissue decaying infection in his left leg below the knee
  December 2016 with the initial diagnoses by several doctors to
  amputate the leg above the knee. Dr. Mar Chavira at Salvatierra
  hospital in La Paz did not share that opinion and initiated treatment
  and procedures to rescue the limb and avoid an pending
  amputation. The goal of this fundraising..if met...would cover
  our medical expenses incurred so far (+/-9,500,-US $) as well the cost
  of living / debt accumulated during the time of the illness and
  recovery without any income and would supply the funding required to
  find another rental moving to a better location with option to work
  for him (+/- 5500,-US $) Please read explanation in details further
  down and in the blog we have started. Basically we are not capable on our own power to leave the
  sub-average lifestyle zone we are in right now and funding would
  provide a huge help to Thomas Ernst and me assisting to restart our
  life to a ""normal"", simple lifestyle level again. This
  is basically ""our story"" in a nutshell. Please read in
  detail below and may consider making a donation to allow T.E. to get
  back to work, to manage the significant debt accumulated from his
  battle with the infection. A donation of any kind will be greatly
  appreciated and would be a huge help. Also, please feel free to
  forward on the link to anyone you think might be interested in
  supporting the cause. Please use this contact form If you have
  any questions. Otherwise, thank you for your time and consideration of
  this effort to help Thomas Ernst and
  me. --------------------------------------------------- We
  do not have a professional background to create such fundraiser pages
  as this here in the proper way and writing. My English also has
  severe flaws and I apologize for that. It is work in progress as
  we been forced to change the fundraiser platform due to the
  circumstances that prior used crowdfund Youcaring merged with GoFundMe
  and by their policy is Mexico a Non-GoFundMe supported Country
    and they will shut down. You find info on this here You can see screenshots of received donations during the past 2
  weeks here on our blog . The prior campaign did not generate any support since put online June
  2017 until Maria and a local good Samaritan, Francisco Lopez, reached
  out at the Baja Nomads forum and made the
  situation known at the beginning of May 2018. Them folks made already
  a HUGE impact on our life. Having everyday ""real"" food
  (prior eating for weeks beans & rice or Marushan), all medical
  supplies required and having made some payments to most pressing debt
  collectors, have electricity and communication secured. All this is
  already a big relieve creating some breathing space. Also here
  you find the progress in several sets of images from December 2016 on
  until August 2017 when we had to see phone with camera used. Please be
  aware - some of this images are VERY graphical and not for everybody's
  stomach to view!!! Album - Gallery until August 2017 here on Google documents . We have genuinely tried during the past 18 month to progress yet the
  combination of advancing the healing with ambulant treatment (the
  first 6 month 2-3x per week hospital visits), the cost of medication,
  medical supplies and transportation, basic cost of living - rent,
  electricity, telefon, food was in dimensions to large to cope for us.
  Ernst Thomas has no family or relatives, Maria has a small income from
  a clerical position in a hotel working night-shifts. We have sold any valuables to create funds, we have no vehicle. Ernst
  Thomas was still recovering from the impact hurricane Norbert and
  Odile created 2014. ###################################################################### German Summary - E.T. ist jederzeit bereit mit Ihnen in Deutsch zu kommunizieren und evtl. Fragen zur
  Sachlage zu beantworten! ###################################################################### Mein Name ist Maria del Rocio Garcia, und ich habe diese
    Fundrazer-Seite für meinen Verlobten Thomas Ernst
    eingerichtet. Er wurde mit einer aggressiven
    Gewebeverfall-Infektion in seinem linken Bein unterhalb des Knies im
    Dezember 2016 ins Krankenhaus eingeliefert, wobei mehrere Ärzte
    zunächst das Bein über dem Knie amputierten wollten. Dr. Mar
    Chavira vom Salvatierra-Krankenhaus in La Paz teilte diese Meinung
    nicht und leitete eine Behandlung und Verfahren ein, um das Glied zu
    retten und eine bevorstehende Amputation zu vermeiden. Das Ziel
    dieser Spendenaktion - falls wir es erreichen koennten - wäre unsere
    bisher angefallenen Arztkosten (+/- 9.500, - US $) sowie die während
    der Zeit der Krankheit akkumulierten Lebenshaltungskosten /
    -schulden und die einkommenslose Genesungzeit zu tragen und eine
    Finanzierung bereitstellen, die benötigt wird, um eine andere
    Wohngelegenheit zu finden, die zu einem besseren Standort mit der
    Möglichkeit bewegt, für ihn zu arbeiten (+/- 5500,-US $). Grundsätzlich sind wir nicht in der Lage, die
    unterdurchschnittliche Lebenstil, in der wir uns gerade befinden,
    aus eigener Kraft zu verlassen, und die Finanzierung würde Thomas
    Ernst und mir helfen, unser Leben wieder auf ein
    ""normales"", einfaches Niveau zu bringen. Dies ist im
    Grunde genommen ""unsere Geschichte"". Bitte lesen Sie
    im Detail unten und erwägen Sie möglicherweise eine Spende, um T.E.
    um wieder an die Arbeit zu gehen, um die beträchtlichen Schulden zu
    verwalten, die sich aus seinem Kampf gegen die Infektion angesammelt
    haben. Eine Spende jeglicher Art wird sehr geschätzt und wäre
    eine große Hilfe. Bitte zögern Sie auch nicht, den Link an alle
    weiterzuleiten, von denen Sie glauben, dass sie die Sache
    unterstützen könnten. Bitte benutzen Sie dieses Kontaktformular , wenn
    Sie Fragen haben. Ansonsten danke ich Ihnen für Ihre Zeit und
    Überlegung, diese Bemühungen Thomas Ernst und mir zu helfen.",https://fundrazr.com/gofundmyleg
28,"15,744",Help Rich Reach the Finish Line,U.S. Dollar,, $25k ,106.0,"**Please note: Medical bills have already depleted the $12,369 that
  was raised over the past 4 years. ** In December of 2018, Rich learned that his Mantle Cell Lymphoma had
  returned. It was hard to receive this news before Christmas, but love
  for his family compelled him to continue his journey to being
  cancer-free. In January he began a 3 month treatment of Venetoclax,
  hoping the drug that worked so powerfully 2 years ago would bring him
  into remission again. Instead, his disease spread exponentially. While still mid-course in the Venetoclax treatment, we
  discovered that I, Rich’s sister, Janice, am a perfect 10/10 match for
  an allogenic stem cell transplant! A matched sibling donor is
  considered the “gold standard” for successful stem cell transplants.
  The answer to our prayers came at the perfect time! An allogenic stem
  cell transplant is the only potentially curative therapy for MCL On April 19, Rich began his 5th course of treatment in his 4 year
  cancer marathon. We are beyond thankful that he is now in remission
  and on track for an allogenic transplant at the end of June. After the
  transplant, Rich is not expected to be discharged back to his home
  until the end of September. Medical, lodging and transportation costs
  will total approximately $12,000. Would you please help Rich reach the finish line with your prayers
  and financial assistance?",https://fundrazr.com/dta2e
29,"2,240",Elsie & Emma's Fundraiser for Lurie Children's Hospital,U.S. Dollar,, $2k ,28.0,"Just recently Lurie Children's Hospital of Chicago has touched the
  lives of two sweet little girls in our family. For any parent, your
  worst fear is something happening to your children. Our experiences
  were nothing short of terrifying. When we first received the news that our little ones had something
  serious going on we immediately felt fear, panic, stress &
  helplessness. At one point both Elise & Emma were at Lurie
  Children's Hospital at the same time. When you walk through the doors
  at Lurie Children's Hospital you feel a sense of relief come over you.
  Every single staff member from the ER staff, the surgeons, the nursing
  staff, cafeteria employees, security guards and everyone in between
  are what get you through your stay. We as a family would like to pay it forward. Lurie Children's
  Hospital was beyond excited when we brought up doing a book drive for
  them. They are always looking for new toys & books for their
  family and patient play areas and even gifts for each patient to bring home! When Elsie had her emergency surgery she was not nervous at all and
  that is thanks to all of the incredible staff. They treated her and my
  husband like FAMILY. She now has a book that she brought home upon her
  release and points it out and says 'that's what I got from the
  hospital'. To some this may not be much but to us, it means she
  doesn't remember the bad or scary. When Emma's surgeon came out to tell us the good news I had that
  moment you see on T.V where all you can do is break down and cry and
  hug them. The staff was nothing short of the BEST. As Emma & Elsie still continue their road to 'recovery' we hope
  to continue receiving great news & bless the staff at the next
  follow up with boxes of books & toys! If you have had a similar experience please feel free to join us in
  helping give back to those who made our stay at Lurie as pain free as possible.",https://fundrazr.com/01WHXb
30,220,Please help Kelly Helsel is funding her way to freedom,U.S. Dollar,, $1.9k ,3.0,"My name is Kelly Helsel and I have a rare disease called Autonomic
  disease, It is the computer of your brain that effects all your
  organs, I had a minor heart attack and minor heart surgery, I had
  Chemo and IVIG and nothing has worked.  This disease has no cure nor
  has any treatment just comfort measures.  This disease has left me
  with lupus and gastroporesis.  I was a nurse and that is what I was
  meant to be, but had to go on disability.  I can have drop attacks,
  this is where you pass out for no reason, Also have dysautonomia,
  Pots.  Small and large tissue nueropathy.  I can't go for a walk
  around my block or go into a store, you see I have to sit a lot, 
  every few steps and business don't have chairs sitting around.  Also
  the cement kills my legs, If I go somewhere like Costco I pay for
  weeks due to the floor.  This bike to me is amazing, being able to go
  out of the house!  I am basically home bound, If I go out I have to
  choose my steps carefully, so I could get some little piece of my life
  back.  My mission is to rare awareness of invisible illnesses, I am a
  patient advocate but now can only do house calls I can't make it in a
  hospital, to far to walk.  I work with patients that have invisible
  illnesses and need a ear to listen, someone who gets it, I also teach
  journaling and guided imagery to PTSD patients even veterans.  My life
  has always been about helping others,  But I can't unless by phone
  now.  The dream of being able to go outside and go around the block is
  huge, something some people will take for granite.  Making a
  difference in someones life is my life but this bike could help me
  help even more people and this bike could help others as well.  Please
  help me help others.",https://fundrazr.com/11W4S4
31,"2,265",John And Dawn Thomas,,,,,"As most of you know, John Thomas was diagnosed with colon cancer in
  March of this year. For those of you that don’t know John, let me tell
  you a little bit about him and his family. John is married to Dawn,
  and they have 3 great kids, Mackensie (18), John Daniel(17), and
  Natalie (11). All three kids attend Ouachita Christian School where
  Dawn is an elementary school teacher. John is an occupational
  therapist and a very talented artist. Together he and Dawn own
  Frames-a-Plenty. You can find some of John’s art in arts &
  craft/trade shows throughout NELA. John is a humble, hardworking,
  kind, prideful man that I for one am happy to know. John and Dawn made the trip to MDA in Houston where he had a
  series of scans. They met with a Dr. where they were told John’s scans
  were clear, except for a spot on his liver.  He now has a schedule for
  his treatments and possibly some surgery going forward. Several people have asked how can they help. If you feel lead to help
  financially, any funds given will help to offset medical and travel
  expenses. There are several ways to do that: 1) Go to any Bancorp
  South location and deposit to acct : John Daniel Thomas, Jr. and Dawn
  Thomas Benefit Acct. 2) Click the link to use credit/debit card. Thank you for all of your love and support, and I also ask that you
  continue to pray for John. Love, Nickie Shepherd",https://fundrazr.com/41UpE1
32,"9,038",Zach Branson Liver Transplant Fund,U.S. Dollar,, $50k ,73.0,"Zachary Branson was born with a liver disease known as biliary
  atresia. The main procedure that was performed is known as a Kasai
  portoenterostomy. This operation connects the bile drainage from the
  liver directly to the intestinal tract. Success of this procedure may
  be improved when it is done before an infant is 8 weeks old. The Kasai
  procedure is helpful because it permits bile to flow and can allow a
  child to grow and remain in fairly good health for many years. It is
  important to understand that this surgery is typically a treatment for
  and not cure of biliary atresia. Ongoing liver disease is likely to
  continue to occur even with a successful operation. Up to 80 percent
  of children who undergo the Kasai portoenterostomy will eventually
  need to have a liver transplant. Doctors warned that Zach would not
  live past the age of 2 years old. Now at 32.5 years old, Zach has
  surprised the medical community. He has gone through quite rough times
  in his life growing up with this disease. His mother passed away in
  2006 from liver and kidney failure due to alcoholism. Zach cannot work
  a ""normal"" job anymore due to complications that arise from
  this disease. He is currently in the process of fighting for
  disability. The application status is pending. We are asking to share
  this page with everyone you know. Encourage your loved ones and
  friends to become an organ and tissue donor. If you have been blessed
  enough in life to allow yourself to make a donation to this brave,
  strong young man it is greatly appreciated. All funds raised will be
  used for basic living and medical expenses for Zach in his time of
  need. All help is greatly appreciated. Thank you ALL. <3 The following is Zach's ""Facebook Group"" where he shares
  all kinds of information on natural health. The Files section is loaded with
  published, peer-reviewed journal articles. Liver and Biliary Atresia - Natural
    and Probiotic Treatments The following is the Biliary Atresia Registry, co-authored by Zach's
  kasai surgeon Dr. John R. Lilly. Dr. Lilly was one of a handful of
  doctors that were personally trained on the Kasai procedure by Dr.
  Mario Kasai himself. Biliary Atresia Registry 1976-1989",https://fundrazr.com/ZachBranson
33,"44,521",Support Chris on Her Healing Journey,U.S. Dollar,, $60k ,144.0,"Update: After successful surgery for what doctors
  have now classified as stage 4 colon cancer , Chris
  will be receiving follow-up chemotherapy treatment beginning March 27
  at City of Hope. During the first phase of treatment, a small spot on
  her liver grew to the size of a quarter. It was successfully excised
  in surgery, along with her gallbladder and approximately 13 inches of
  colon. But, due to the extremely aggressive nature of this cancer
  (which actually GREW during radiation), her doctors feel this course
  of follow-up treatment is vital to giving her the best possible chance
  at a full recovery. THANK YOU for your continued support of our dear friend! How you can help: Donate here to Chris's ongoing care while she is
      in treatment and unable to work. Share this page on social media and with others who may be moved to help: fundrazr.com/ChrisStrother Book a family photo shoot with Chris - contact her
    directly or email chris@hootowlstudios.com . Chris's Story Chris has been diagnosed with stage III colon cancer, a huge
    shock to us all. If anyone is a survivor, Chris Strother is the ultimate!  But we
    know that the cancer is aggressive and she must move forward
    rapidly. Chris is preparing to undergo conventional cancer treatment
    while continuing to support her overall health with a variety of
    integrative & complementary therapies. During the coming months, Chris will be unable to work at her
    normal capacity. As a single mom, she is very aware that this means
    she will need help. If you know Chris, you know that accepting this
    kind of help does not come easy for her. But, we have convinced her
    that relieving some of her financial burden will allow her to focus
    all of her energy on healing. Our goal is to raise funds to cover
    one year of medical and living expenses. We are hoping to raise funds to help her with medical co-pays;
    living expenses; integrative nutrition; ongoing expenses for her
    son, Eli; and complementary therapies that are not covered by insurance. Chris is a precious and inspiring friend to many, a true renaissance
  woman with extraordinary gifts to further bring to our world. We are
  inviting her friends, fans, and community to support her during this
  challenging time. We want her to know that we are here for her, as she
  has been for so many of us.",https://fundrazr.com/ChrisStrother
34,"31,090",Urgent Support Needed for Tony Dowling's Cancer Journey!,Australian Dollar,, $60k ,83.0,"Hi, my names Matt my wife and I have been friends with Tony and Tracy for nearly twenty
    years. They are a beautiful family and it was such a shock when I
    got the call from Tony recently telling me of his cancer diagnosis! I’m sure most of you have been following his journey as we have
    and are sending a constant stream of love, positive thoughts and
    prayers their way. I spoke again with Tony last week and heard the n ews of
    the new diagnosis and upgrade from stage 1 to stage 4. Truly heartbreaking to hear, but Tony is as positive and
    faith-filled as always, a true inspiration, we stand strong with
    them believing for a full recovery! He told me briefly of some of the struggles of dealing with the
    unexpected expenses and also the obvious loss of income etc. but
    expressed that he knows that God has it all under control and that he is confident of a positive outcome. After our chat I got off the phone and probably like many of you
    who are not physically located near Tony and Tracy in Sydney
    Australia, I thought to myself, there has to be something we can do to help, so I have set up this campaign in
    the hope that you will all join us in standing together to help make
    a massive difference to Tonys journey! Following is a snapshot of the Dowling family, a link to Tony’s
    journey so far which you can follow and the reasons why our
    donations are so very vital and impactful at this time for them... Tony is 46 years old and has been married to
  Tracy for 19 yrs. They live on the northern beaches of Sydney with
  their two boys Max 16 and Noah 14. The family is heavily involved in
  local basketball through the boy's school and the Manly representative
  level comps. Tracy is involved at the boy's school and helps
  co-ordinate and manage multiple basketball teams. Tony has a background as a school teacher,
  business entrepreneur and currently works in training and software
  development. They are active members of the local community, and
  church and love travelling, family time and adventures of any kind. Tony and Tracy have impacted the lives of so many people around the
  globe and locally with their big hearts and generous souls. We all have been positively influenced by this amazing couple in some
  shape or form, through either school, community, business or church
    life. Here is a link where you can follow Tony’s journey and progress: https://www.mylifeline.org/invitation/FOTY/b53c54fcc2abfed6f3d977439df0c4c309e98f36fff675b0772a480f52894be2 How we can help: Tony has just had surgery to remove bowel cancer which has also
  spread to his right lung. Tony’s diagnosis has now jumped from stage 1 to stage 4! This means that it is full steam ahead for aggressive chemotherapy
  treatment for the next 6 mths, followed by lung surgery around
  November 2019. They are in the process of trying to access some insurance funds, but
  there is a 3 mth waiting period that is not covered and then funds
  will still only cover 3/4 of normal income. On top of that, there are all the additional medical bills, hospital
  expenses, gap payments, medications and day to day additional expenses
  that come with this type of treatment... We want Tony, Tracy and the boys to be able to focus on the important
  things and keep any additional stress to a minimum. We would like to
  provide enough to get them through this 4 month transition period and
  also give them a buffer so that there is not a financial burden and
  pressure on them over the next 6 months. We would like to enable Tracy to not have to take up any additional
  work to cover any shortfall and added expenses, but be able to spend
  the time with Tony and attend to all the necessary appointments and
  give him all the required care and attention needed at this time. After calculating the amount needed to cover their everyday expenses
  keeping them afloat and to keep life as normal as possible, plus
  enough to help cover their ongoing medical costs for the next 6
  months, we have set a goal to raise $60K. Anything above that will go towards any additional ongoing medical
  expenses and treatment required. We kindly ask you to consider donating to help bless Tony
        and his family at this time as they link arms and stand together
        with friends, and family near and far to fight this nasty thing
        head on! If we all give what we can and share this with our various
        friends and networks then Tony and His family’s journey will be
        made so much easier by us all joining together to show how much
        we care! Thank you all for your thoughts, prayers and generous donations... God Bless!!",https://fundrazr.com/f1TtQ0
35,"1,290",Jessica Russman's Liver Transplant And Stay Cancer Free Fund,U.S. Dollar,, $20k ,27.0,"Jessica and Greg Russman have approved and allowed me to run
      this campaign. All funds donated to this campaign go directly into
      Jesse and Greg's bank account only they have access to. Jessica Russman and I have been friends since we were kids.
      We are more like family. I can't remember a time when I've called
      upon her and she has not come through for me. Now SHE needs
      assistance, and I want within all my power to be at her aide. This
      one is going to take the Village though. Jesse was diagnosed with stage 3 liver cancer several months
      ago and though a successful ablation the cancer was killed, due to
      other illnesses Jesse’s liver does not regenerate. Unfortunately
      she needs a full transplant before the cancer comes back. She is
      currently on the wait list and unable to work. It takes all the
      energy she can muster to spend quality time carrying for her
      beautiful 2 year old daughter Selena. Jesse’s husband Greg is an
      amazing man and has been her rock throughout all of this while
      maintaining all the financial and household responsibilities. Needless to say the medical bills are piling up and becoming
      insurmountable. The Russman’s need help to get over this mountain
      they are about to climb? Cancer is a wicked disease that gives no
      acknowledgement to age or personal circumstance. A liver
      transplant is Jesse's only hope of survival. Jesse and Greg live 90 miles away from the nearest hospital.
      So they have to stay in a hotel with Selena when Jesse has
      treatments.  When Jesse has her transplant she will be in the
      hospital for a month and then it will take 4 to 6 months of
      recovery at home. They will need some in home care for Selena and
      Jesse so Greg can work. Greg can take a leave from work to care
      for them, but he would have to go unpaid. Any help is appreciated.",https://fundrazr.com/JesseRussman
